id,name,class
0541_01,character02,0
0541_02,character02,0
0541_03,character02,0
0541_04,character02,0
0541_05,character02,0
0541_06,character02,0
0541_07,character02,0
0541_08,character02,0
0541_09,character02,0
0541_10,character02,0
0541_11,character02,0
0541_12,character02,0
0541_13,character02,0
0541_14,character02,0
0541_15,character02,0
0541_16,character02,0
0541_17,character02,0
0541_18,character02,0
0541_19,character02,0
0541_20,character02,0
0542_01,character03,1
0542_02,character03,1
0542_03,character03,1
0542_04,character03,1
0542_05,character03,1
0542_06,character03,1
0542_07,character03,1
0542_08,character03,1
0542_09,character03,1
0542_10,character03,1
0542_11,character03,1
0542_12,character03,1
0542_13,character03,1
0542_14,character03,1
0542_15,character03,1
0542_16,character03,1
0542_17,character03,1
0542_18,character03,1
0542_19,character03,1
0542_20,character03,1
0544_01,character05,2
0544_02,character05,2
0544_03,character05,2
0544_04,character05,2
0544_05,character05,2
0544_06,character05,2
0544_07,character05,2
0544_08,character05,2
0544_09,character05,2
0544_10,character05,2
0544_11,character05,2
0544_12,character05,2
0544_13,character05,2
0544_14,character05,2
0544_15,character05,2
0544_16,character05,2
0544_17,character05,2
0544_18,character05,2
0544_19,character05,2
0544_20,character05,2
0546_01,character07,3
0546_02,character07,3
0546_03,character07,3
0546_04,character07,3
0546_05,character07,3
0546_06,character07,3
0546_07,character07,3
0546_08,character07,3
0546_09,character07,3
0546_10,character07,3
0546_11,character07,3
0546_12,character07,3
0546_13,character07,3
0546_14,character07,3
0546_15,character07,3
0546_16,character07,3
0546_17,character07,3
0546_18,character07,3
0546_19,character07,3
0546_20,character07,3
0547_01,character08,4
0547_02,character08,4
0547_03,character08,4
0547_04,character08,4
0547_05,character08,4
0547_06,character08,4
0547_07,character08,4
0547_08,character08,4
0547_09,character08,4
0547_10,character08,4
0547_11,character08,4
0547_12,character08,4
0547_13,character08,4
0547_14,character08,4
0547_15,character08,4
0547_16,character08,4
0547_17,character08,4
0547_18,character08,4
0547_19,character08,4
0547_20,character08,4
0548_01,character09,5
0548_02,character09,5
0548_03,character09,5
0548_04,character09,5
0548_05,character09,5
0548_06,character09,5
0548_07,character09,5
0548_08,character09,5
0548_09,character09,5
0548_10,character09,5
0548_11,character09,5
0548_12,character09,5
0548_13,character09,5
0548_14,character09,5
0548_15,character09,5
0548_16,character09,5
0548_17,character09,5
0548_18,character09,5
0548_19,character09,5
0548_20,character09,5
0552_01,character13,6
0552_02,character13,6
0552_03,character13,6
0552_04,character13,6
0552_05,character13,6
0552_06,character13,6
0552_07,character13,6
0552_08,character13,6
0552_09,character13,6
0552_10,character13,6
0552_11,character13,6
0552_12,character13,6
0552_13,character13,6
0552_14,character13,6
0552_15,character13,6
0552_16,character13,6
0552_17,character13,6
0552_18,character13,6
0552_19,character13,6
0552_20,character13,6
0555_01,character16,7
0555_02,character16,7
0555_03,character16,7
0555_04,character16,7
0555_05,character16,7
0555_06,character16,7
0555_07,character16,7
0555_08,character16,7
0555_09,character16,7
0555_10,character16,7
0555_11,character16,7
0555_12,character16,7
0555_13,character16,7
0555_14,character16,7
0555_15,character16,7
0555_16,character16,7
0555_17,character16,7
0555_18,character16,7
0555_19,character16,7
0555_20,character16,7
