id,name,class
0683_01,character01,0
0683_02,character01,0
0683_03,character01,0
0683_04,character01,0
0683_05,character01,0
0683_06,character01,0
0683_07,character01,0
0683_08,character01,0
0683_09,character01,0
0683_10,character01,0
0683_11,character01,0
0683_12,character01,0
0683_13,character01,0
0683_14,character01,0
0683_15,character01,0
0683_16,character01,0
0683_17,character01,0
0683_18,character01,0
0683_19,character01,0
0683_20,character01,0
0684_01,character02,1
0684_02,character02,1
0684_03,character02,1
0684_04,character02,1
0684_05,character02,1
0684_06,character02,1
0684_07,character02,1
0684_08,character02,1
0684_09,character02,1
0684_10,character02,1
0684_11,character02,1
0684_12,character02,1
0684_13,character02,1
0684_14,character02,1
0684_15,character02,1
0684_16,character02,1
0684_17,character02,1
0684_18,character02,1
0684_19,character02,1
0684_20,character02,1
0685_01,character03,2
0685_02,character03,2
0685_03,character03,2
0685_04,character03,2
0685_05,character03,2
0685_06,character03,2
0685_07,character03,2
0685_08,character03,2
0685_09,character03,2
0685_10,character03,2
0685_11,character03,2
0685_12,character03,2
0685_13,character03,2
0685_14,character03,2
0685_15,character03,2
0685_16,character03,2
0685_17,character03,2
0685_18,character03,2
0685_19,character03,2
0685_20,character03,2
0689_01,character07,3
0689_02,character07,3
0689_03,character07,3
0689_04,character07,3
0689_05,character07,3
0689_06,character07,3
0689_07,character07,3
0689_08,character07,3
0689_09,character07,3
0689_10,character07,3
0689_11,character07,3
0689_12,character07,3
0689_13,character07,3
0689_14,character07,3
0689_15,character07,3
0689_16,character07,3
0689_17,character07,3
0689_18,character07,3
0689_19,character07,3
0689_20,character07,3
0690_01,character08,4
0690_02,character08,4
0690_03,character08,4
0690_04,character08,4
0690_05,character08,4
0690_06,character08,4
0690_07,character08,4
0690_08,character08,4
0690_09,character08,4
0690_10,character08,4
0690_11,character08,4
0690_12,character08,4
0690_13,character08,4
0690_14,character08,4
0690_15,character08,4
0690_16,character08,4
0690_17,character08,4
0690_18,character08,4
0690_19,character08,4
0690_20,character08,4
0692_01,character10,5
0692_02,character10,5
0692_03,character10,5
0692_04,character10,5
0692_05,character10,5
0692_06,character10,5
0692_07,character10,5
0692_08,character10,5
0692_09,character10,5
0692_10,character10,5
0692_11,character10,5
0692_12,character10,5
0692_13,character10,5
0692_14,character10,5
0692_15,character10,5
0692_16,character10,5
0692_17,character10,5
0692_18,character10,5
0692_19,character10,5
0692_20,character10,5
0693_01,character11,6
0693_02,character11,6
0693_03,character11,6
0693_04,character11,6
0693_05,character11,6
0693_06,character11,6
0693_07,character11,6
0693_08,character11,6
0693_09,character11,6
0693_10,character11,6
0693_11,character11,6
0693_12,character11,6
0693_13,character11,6
0693_14,character11,6
0693_15,character11,6
0693_16,character11,6
0693_17,character11,6
0693_18,character11,6
0693_19,character11,6
0693_20,character11,6
0697_01,character15,7
0697_02,character15,7
0697_03,character15,7
0697_04,character15,7
0697_05,character15,7
0697_06,character15,7
0697_07,character15,7
0697_08,character15,7
0697_09,character15,7
0697_10,character15,7
0697_11,character15,7
0697_12,character15,7
0697_13,character15,7
0697_14,character15,7
0697_15,character15,7
0697_16,character15,7
0697_17,character15,7
0697_18,character15,7
0697_19,character15,7
0697_20,character15,7
0698_01,character16,8
0698_02,character16,8
0698_03,character16,8
0698_04,character16,8
0698_05,character16,8
0698_06,character16,8
0698_07,character16,8
0698_08,character16,8
0698_09,character16,8
0698_10,character16,8
0698_11,character16,8
0698_12,character16,8
0698_13,character16,8
0698_14,character16,8
0698_15,character16,8
0698_16,character16,8
0698_17,character16,8
0698_18,character16,8
0698_19,character16,8
0698_20,character16,8
0699_01,character17,9
0699_02,character17,9
0699_03,character17,9
0699_04,character17,9
0699_05,character17,9
0699_06,character17,9
0699_07,character17,9
0699_08,character17,9
0699_09,character17,9
0699_10,character17,9
0699_11,character17,9
0699_12,character17,9
0699_13,character17,9
0699_14,character17,9
0699_15,character17,9
0699_16,character17,9
0699_17,character17,9
0699_18,character17,9
0699_19,character17,9
0699_20,character17,9
0705_01,character23,10
0705_02,character23,10
0705_03,character23,10
0705_04,character23,10
0705_05,character23,10
0705_06,character23,10
0705_07,character23,10
0705_08,character23,10
0705_09,character23,10
0705_10,character23,10
0705_11,character23,10
0705_12,character23,10
0705_13,character23,10
0705_14,character23,10
0705_15,character23,10
0705_16,character23,10
0705_17,character23,10
0705_18,character23,10
0705_19,character23,10
0705_20,character23,10
0707_01,character25,11
0707_02,character25,11
0707_03,character25,11
0707_04,character25,11
0707_05,character25,11
0707_06,character25,11
0707_07,character25,11
0707_08,character25,11
0707_09,character25,11
0707_10,character25,11
0707_11,character25,11
0707_12,character25,11
0707_13,character25,11
0707_14,character25,11
0707_15,character25,11
0707_16,character25,11
0707_17,character25,11
0707_18,character25,11
0707_19,character25,11
0707_20,character25,11
0708_01,character26,12
0708_02,character26,12
0708_03,character26,12
0708_04,character26,12
0708_05,character26,12
0708_06,character26,12
0708_07,character26,12
0708_08,character26,12
0708_09,character26,12
0708_10,character26,12
0708_11,character26,12
0708_12,character26,12
0708_13,character26,12
0708_14,character26,12
0708_15,character26,12
0708_16,character26,12
0708_17,character26,12
0708_18,character26,12
0708_19,character26,12
0708_20,character26,12
