0,anc,0666_19.png,"(tensor(325),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,pos,0666_18.png,"(tensor(325),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,neg,0656_04.png,"(tensor(325),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,anc,0447_12.png,"(tensor(239),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,pos,0447_01.png,"(tensor(239),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,neg,0066_07.png,"(tensor(239),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,anc,0319_12.png,"(tensor(22),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,pos,0319_09.png,"(tensor(22),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,neg,0482_06.png,"(tensor(22),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,anc,0598_07.png,"(tensor(292),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,pos,0598_02.png,"(tensor(292),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,neg,0633_10.png,"(tensor(292),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,anc,0758_13.png,"(tensor(377),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,pos,0758_06.png,"(tensor(377),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
0,neg,0398_09.png,"(tensor(377),)",~/facenet_pytorch/datasets/omniglot_train_1_folder,~/facenet_pytorch/datasets/omniglot_val_1_folder
